kbjd,flux,ferr
744.844209614, 147129.953125, 10.6624088287
744.864642791, 147079.40625, 10.6597661972
744.885076069, 147137.390625, 10.6602458954
744.905509147, 147059.09375, 10.6573410034
744.925942426, 147107.171875, 10.6564912796
744.946375605, 147100.8125, 10.6578645706
744.966808684, 147084.5625, 10.6582374573
744.987241963, 147072.65625, 10.6576519012
745.007675143, 147040.390625, 10.6607656479
745.028108223, 147063.390625, 10.6585760117
745.048541503, 147135.09375, 10.6604957581
745.068974684, 147119.328125, 10.6590595245
745.089407765, 147148.78125, 10.6588687897
745.109841046, 147155.015625, 10.6590185165
745.130274228, 147126.9375, 10.6586313248
745.15070751, 147094.859375, 10.6584587097
745.171140592, 147101.734375, 10.6569385529
745.191573775, 147120.53125, 10.6572856903
745.212007058, 147102.109375, 10.6579523087
745.232440141, 147107.03125, 10.6597852707
745.252873324, 147128.421875, 10.659693718
745.273306608, 147120.046875, 10.6594352722
745.293739693, 147126.359375, 10.6590938568
745.314172977, 147114.640625, 10.6578969955
745.334606162, 147100.96875, 10.6591768265
745.355039347, 147104.515625, 10.6601924896
745.375472533, 147097.28125, 10.6602306366
745.395905719, 147113.234375, 10.6567459106
745.416338805, 147070.53125, 10.6600952148
745.436772091, 147098.8125, 10.6587543488
745.457205278, 147126.859375, 10.6584625244
745.477638365, 147112.59375, 10.6601610184
745.498071652, 147154.453125, 10.6583213806
745.51850484, 147156.28125, 10.6575908661
745.538938128, 147133.109375, 10.6601028442
745.559371217, 147104.484375, 10.6578941345
745.579804405, 147052.640625, 10.6592130661
745.600237694, 147090.546875, 10.6607923508
745.620670784, 147079.5, 10.6588115692
745.641103973, 147088.859375, 10.6615190506
745.661537263, 147144.921875, 10.6624889374
745.681970354, 147167.765625, 10.6625623703
745.702403544, 147139.875, 10.6614103317
745.722836835, 147111.96875, 10.6612787247
745.743269927, 147105.359375, 10.6609039307
745.763703218, 147155.078125, 10.6626214981
745.78413641, 147120.234375, 10.6633424759
745.804569502, 147191.1875, 10.6628522873
745.825002795, 147142.3125, 10.6628255844
745.845435988, 147185.75, 10.6617708206
745.865869181, 147144.53125, 10.6603498459
745.886302374, 147136.8125, 10.6600456238
745.906735568, 147153.65625, 10.6590242386
745.927168862, 147137.859375, 10.6614341736
745.947601957, 147145.484375, 10.6599979401
745.968035152, 147097.984375, 10.6617326736
745.988468347, 147039.796875, 10.6602897644
746.008901542, 147057.125, 10.6617803574
746.029334738, 147106.984375, 10.6620664597
746.049768034, 147102.609375, 10.6612730026
746.070201131, 147104.375, 10.6619205475
746.090634327, 147162.75, 10.6588335037
746.111067625, 147096.921875, 10.6610984802
746.131500722, 147099.15625, 10.6623630524
746.15193402, 147116.625, 10.6595849991
746.172367218, 147128.453125, 10.6596593857
746.192800316, 147148.8125, 10.6612052917
746.213233615, 147128.71875, 10.6604976654
746.233666814, 147069.21875, 10.6619977951
746.274533213, 147092.46875, 10.6624765396
746.294966413, 147104.875, 10.660528183
746.315399713, 147096.640625, 10.6618824005
746.335832814, 147112.53125, 10.660569191
746.356266015, 147051.6875, 10.6618032455
746.376699316, 147040.875, 10.660607338
746.397132418, 147059.515625, 10.6620864868
746.41756562, 147050.515625, 10.6620416641
746.437998922, 147060.546875, 10.6614732742
746.458432024, 147116.515625, 10.6608867645
746.478865227, 147052.375, 10.6607217789
746.49929853, 147016.921875, 10.6607160568
746.519731734, 146999.5625, 10.6602344513
746.540164938, 146995.359375, 10.6600055695
746.560598142, 147081.515625, 10.6598367691
746.581031347, 147103.71875, 10.6609601974
746.601464551, 147082.828125, 10.6606721878
746.621897757, 147141.453125, 10.6617431641
746.642330862, 147143.5625, 10.6602296829
746.662764168, 147137.03125, 10.6614456177
746.683197374, 147154.296875, 10.6608285904
746.70363048, 147190.203125, 10.6590957642
746.724063787, 147176.796875, 10.6582431793
746.744496994, 147152.0625, 10.6621990204
746.764930302, 147099.59375, 10.6605911255
746.78536341, 147163.078125, 10.6566438675
746.805796618, 147156.0, 10.6598052979
746.826229926, 147111.9375, 10.6585302353
746.846663035, 147130.296875, 10.6579141617
746.867096244, 147146.703125, 10.6573534012
746.887529553, 147178.578125, 10.6592903137
746.907962663, 147193.234375, 10.6592922211
746.928395973, 147132.90625, 10.6597032547
746.948829183, 147137.78125, 10.6588582993
746.969262294, 147131.109375, 10.6582841873
746.989695605, 147118.984375, 10.6573905945
747.010128816, 147115.0, 10.6578483582
747.030562028, 147086.203125, 10.6579151154
747.05099524, 147119.0, 10.6582517624
747.071428452, 147101.515625, 10.6559839249
747.091861665, 147162.4375, 10.657582283
747.112294878, 147140.671875, 10.6580190659
747.132728091, 147098.4375, 10.6574230194
747.153161405, 147255.40625, 10.659737587
747.173594619, 147139.6875, 10.6564846039
747.194027733, 147165.3125, 10.6582269669
747.214461047, 147126.609375, 10.6559619904
747.234894262, 147111.484375, 10.6579561234
747.255327378, 147132.125, 10.6576070786
747.275760693, 147106.234375, 10.6590929031
747.296193809, 147114.71875, 10.6581039429
747.316627125, 147091.46875, 10.6587982178
747.337060342, 147122.859375, 10.6598625183
747.357493459, 147121.3125, 10.6585712433
747.377926776, 147197.90625, 10.65858078
747.398359993, 147099.984375, 10.6586484909
747.418793111, 147067.046875, 10.6578350067
747.439226429, 147115.71875, 10.6594190598
747.459659648, 147123.28125, 10.6590938568
747.480092767, 147111.140625, 10.6595220566
747.500526086, 147102.6875, 10.6577444077
747.520959305, 147067.578125, 10.6603832245
747.541392625, 147103.890625, 10.658788681
747.561825745, 147123.828125, 10.6594581604
747.582258966, 147115.921875, 10.6614627838
747.602692286, 147117.328125, 10.6589078903
747.623125407, 147094.28125, 10.6589784622
747.643558629, 147124.25, 10.6590080261
747.663991951, 147156.734375, 10.6594161987
747.684425073, 147138.734375, 10.661447525
