kbjd, flux, ferr
741.493171991, 0.999986003145, 7.10627370862e-05
741.513605117, 1.0001733046, 7.10635320369e-05
741.534038243, 0.999761887941, 7.10643218085e-05
741.554471369, 0.999986767184, 7.1065106496e-05
741.574904396, 0.999908382748, 7.10658861939e-05
741.595337623, 1.00009725497, 7.10666609987e-05
741.61577075, 1.00021508569, 7.10674376583e-05
741.636203778, 1.00017640129, 7.10682029592e-05
741.656637006, 1.00009764012, 7.10689636519e-05
741.677070134, 0.999889839746, 7.10697198303e-05
741.697503363, 1.00009506937, 7.10704715902e-05
741.717936392, 1.00014575112, 7.10712190255e-05
741.738369521, 0.999978324668, 7.10719622325e-05
741.758802751, 1.00027659232, 7.10719560216e-05
741.77923578, 0.999818282136, 7.1071939116e-05
741.799668911, 1.0004739296, 7.10719116118e-05
741.820102141, 1.0000604274, 7.10718935671e-05
741.840535272, 1.00008013634, 7.10718651137e-05
741.860968303, 1.00012639588, 7.10718396555e-05
741.881401534, 1.00001004919, 7.1071810634e-05
741.901834666, 1.00071450251, 7.10717648351e-05
741.922267898, 1.00051083968, 7.10717289717e-05
741.94270093, 1.00049421752, 7.10716831757e-05
741.963134063, 1.00026713213, 7.10716408512e-05
741.983567296, 1.00008546661, 7.10715821306e-05
742.004000329, 0.99979626009, 7.1071533726e-05
742.024433463, 0.999881950241, 7.107147577e-05
742.044866697, 0.999882452333, 7.10714216664e-05
742.065299731, 0.999982674406, 7.10713582016e-05
742.085732866, 1.00012319909, 7.10712921253e-05
742.1061661, 1.00022291295, 7.10712235328e-05
742.126599135, 1.00049517969, 7.10711591734e-05
742.147032371, 1.00033948967, 7.10710858339e-05
742.167465507, 0.999866940967, 7.1071016918e-05
742.187898543, 0.999994655106, 7.10709325581e-05
742.208331779, 0.999848905301, 7.10708594666e-05
742.228764816, 0.999832104969, 7.10707777759e-05
742.249197953, 0.999830651167, 7.10714262159e-05
742.26963119, 1.00026887115, 7.1072072901e-05
742.290064228, 1.00036331136, 7.10727112724e-05
742.310497466, 0.999860598959, 7.10733613878e-05
742.330930604, 0.999670986178, 7.10740033797e-05
742.351363743, 0.999795782442, 7.10746373432e-05
742.371796882, 0.999582910135, 7.10752833365e-05
742.392230021, 0.999878513902, 7.10759148374e-05
742.41266316, 0.999920837189, 7.10765585585e-05
742.4330963, 0.999817380148, 7.10771879775e-05
742.45352944, 1.00010901677, 7.10778298072e-05
742.473962581, 1.00009482717, 7.10784575252e-05
742.494395821, 1.00010842896, 7.10790911897e-05
742.514828863, 0.999953796898, 7.10797308963e-05
742.535262104, 1.00020233116, 7.10803567767e-05
742.555695246, 1.00005302818, 7.10809955438e-05
742.576128288, 0.999825441021, 7.10816206755e-05
742.59656153, 1.00001007285, 7.10822588839e-05
742.616994673, 0.999998567419, 7.10828836474e-05
742.637427716, 1.00012868429, 7.10835083699e-05
742.657860959, 0.999771680412, 7.10841464548e-05
742.678294103, 0.999713732972, 7.10847780348e-05
742.698727346, 1.00011031177, 7.10854098591e-05
742.719160391, 1.00032645973, 7.10860420235e-05
742.739593535, 0.999899915268, 7.10857230555e-05
742.76002678, 0.999923103754, 7.10854179269e-05
742.780459825, 0.999907597425, 7.10851001161e-05
742.800892971, 0.999885559796, 7.10847896808e-05
742.821326216, 0.999800299642, 7.10844867164e-05
742.841759263, 1.0001103739, 7.10841780097e-05
742.862192409, 1.00039876633, 7.10838703099e-05
742.882625556, 0.999934035791, 7.10835570581e-05
742.903058703, 1.00016336943, 7.1083251658e-05
742.92349195, 0.999861447089, 7.10829475506e-05
742.943924998, 0.999987463591, 7.10826448312e-05
742.964358146, 0.999875174501, 7.10823435949e-05
742.984791394, 1.00007242665, 7.10820505911e-05
743.005224543, 1.00018030264, 7.1081739298e-05
743.025657592, 1.00011518254, 7.10814497366e-05
743.046090841, 1.00015049969, 7.10811553848e-05
743.06652399, 0.999975646332, 7.10808629921e-05
743.08695704, 1.00005310317, 7.10805726538e-05
743.10739029, 0.99987950825, 7.1080284465e-05
743.127823441, 0.999900770586, 7.10799918667e-05
743.148256692, 1.00012735782, 7.10797082627e-05
743.168689743, 0.999769393217, 7.1079433748e-05
743.189122894, 1.00037817912, 7.10791551094e-05
743.209556146, 0.999928924967, 7.10788790964e-05
743.229989198, 1.00010103639, 7.10789518273e-05
743.250422351, 0.999961924075, 7.10790340286e-05
743.270855603, 0.0, 0.0
743.291288656, 0.999540347827, 7.10792006062e-05
743.31172191, 0.999543856557, 7.10792918273e-05
743.332155063, 0.999800455199, 7.1079379591e-05
743.352588117, 1.00007192764, 7.10794773012e-05
743.373021372, 0.999948126227, 7.10795783992e-05
743.393454526, 1.00025567367, 7.10796763255e-05
743.413887581, 1.00018931836, 7.10797844839e-05
743.434320837, 1.00008082221, 7.10798830074e-05
743.454753992, 1.00025050037, 7.10799986078e-05
743.475187048, 1.00019520646, 7.10801114173e-05
743.495620304, 1.00009210635, 7.10802348408e-05
743.516053461, 0.999842206794, 7.10803623183e-05
743.536486617, 0.999884878795, 7.1080487291e-05
743.556919775, 0.999916599066, 7.10806231628e-05
743.577352932, 0.999987302395, 7.10807567203e-05
743.59778609, 1.00041883258, 7.10809013676e-05
743.618219248, 1.00016956448, 7.10810505454e-05
743.638652406, 1.00009872648, 7.10811976948e-05
743.659085565, 0.99994367796, 7.10813562196e-05
743.679518724, 1.00025194708, 7.10815129066e-05
743.699951983, 1.00001101379, 7.10816811601e-05
743.720385143, 0.999961599959, 7.10818610746e-05
743.740818203, 0.999639583166, 7.10820460909e-05
743.761251463, 1.00003252452, 7.10822363059e-05
743.781684624, 0.999674675564, 7.10824251588e-05
743.802117685, 0.999757042217, 7.10826260537e-05
743.822550946, 0.999829782903, 7.10828390879e-05
743.842984108, 1.00015053016, 7.10830443914e-05
743.86341717, 1.00020489551, 7.10832620228e-05
743.883850432, 0.99994817735, 7.10834787705e-05
743.904283594, 1.00000608603, 7.10837146915e-05
743.924716857, 0.999788455673, 7.10839499188e-05
743.94514992, 0.999958505387, 7.10841845454e-05
743.965583084, 0.9999109122, 7.10844319782e-05
743.986016348, 0.999820122145, 7.10846923127e-05
744.006449412, 0.999897979954, 7.10849456776e-05
744.026882576, 0.999993809556, 7.1085212135e-05
744.047315741, 0.999977975986, 7.10854784699e-05
744.067748906, 1.0001104075, 7.10857580871e-05
744.088182071, 1.00000470278, 7.10860444272e-05
744.108615337, 1.00028528045, 7.10863375868e-05
744.129048403, 1.00016832035, 7.10866376481e-05
744.149481669, 1.00029710333, 7.1086937868e-05
744.169914836, 1.0000009732, 7.10872579605e-05
744.190347903, 0.999973040128, 7.10875710545e-05
744.21078117, 1.00022453376, 7.10879168305e-05
744.231214338, 1.0001373452, 7.10882551041e-05
744.251647406, 0.999784628632, 7.10886055875e-05
744.272080674, 0.99987139049, 7.10889547231e-05
744.292513843, 1.00016135489, 7.10893155646e-05
744.312947111, 0.999980141036, 7.1089681208e-05
744.333380181, 0.999983040978, 7.10900513969e-05
744.35381335, 0.999995814557, 7.10904258837e-05
744.37424662, 1.00054521145, 7.10908044161e-05
744.39467969, 0.999916090738, 7.1091180083e-05
744.415112861, 1.00007589687, 7.10915659465e-05
744.435546131, 1.00019333502, 7.10919484446e-05
744.455979202, 1.00022325939, 7.1092340631e-05
744.476412374, 1.00015912306, 7.10927356029e-05
744.496845646, 0.999977805022, 7.10931331083e-05
744.517278718, 0.999902394538, 7.10935328905e-05
744.53771199, 1.00015663921, 7.10939347035e-05
744.558145163, 1.00005794765, 7.10943316354e-05
744.578578236, 0.999770199868, 7.10947367445e-05
744.599011509, 0.999866619743, 7.10951431281e-05
744.619444683, 1.00007482255, 7.10955438741e-05
744.639877857, 1.00032218414, 7.10959586979e-05
744.660311031, 1.00006970323, 7.10963673813e-05
744.680744206, 1.00000935787, 7.1096769672e-05
744.701177381, 1.00004791471, 7.10970188966e-05
744.721610556, 0.999814185025, 7.10972545672e-05
744.742043731, 1.00008292429, 7.10975030535e-05
744.762476907, 0.999681899753, 7.10977507924e-05
744.782910083, 0.999744628883, 7.10979908759e-05
744.80334326, 1.00017515374, 7.10982297075e-05
744.823776437, 1.00001582779, 7.10984670348e-05
744.844209614, 1.00004283727, 7.10987092615e-05
744.864642791, 0.999710070549, 7.10989494795e-05
744.885076069, 1.00009982194, 7.10991807824e-05
744.905509147, 0.999580621286, 7.1099409569e-05
744.925942426, 0.999902472693, 7.10996355931e-05
744.946375605, 0.999861258494, 7.10998652539e-05
744.966808684, 0.999754022672, 7.11000783314e-05
744.987241963, 0.999676507208, 7.11003012013e-05
745.007675143, 0.999463932985, 7.11005202952e-05
745.028108223, 0.999619457668, 7.11007287048e-05
745.048541503, 1.00009913436, 7.1100932838e-05
745.068974684, 0.999995430874, 7.11011324382e-05
745.089407765, 1.00019209922, 7.11013339092e-05
745.109841046, 1.00023351578, 7.11015303468e-05
745.130274228, 1.00004628221, 7.11017081824e-05
745.15070751, 0.999832469251, 7.11018937905e-05
745.171140592, 0.999878667552, 7.11020669469e-05
745.191573775, 1.00000417291, 7.11027931768e-05
745.212007058, 0.999881817666, 7.11035197699e-05
745.232440141, 0.99991466423, 7.1104233158e-05
745.252873324, 1.0000570163, 7.11049397481e-05
745.273306608, 1.00000144243, 7.11056459439e-05
745.293739693, 1.00004457046, 7.11063381773e-05
745.314172977, 0.999968611616, 7.11070228559e-05
745.334606162, 0.999880437135, 7.11077063807e-05
745.355039347, 0.999906876987, 7.11083751873e-05
745.375472533, 0.999861112989, 7.11090290233e-05
745.395905719, 0.999969545033, 7.11096942614e-05
745.416338805, 0.99968677137, 7.11103307101e-05
745.436772091, 0.999877290881, 7.11109647448e-05
745.457205278, 1.00006669851, 7.11115961104e-05
745.477638365, 0.999973946326, 7.11122112418e-05
745.498071652, 1.00025403702, 7.1112823201e-05
745.51850484, 1.00026591958, 7.11134184209e-05
745.538938128, 1.00010970556, 7.11140033062e-05
745.559371217, 0.999916916318, 7.1114577603e-05
745.579804405, 0.999570418356, 7.11151477165e-05
745.600237694, 0.999823809796, 7.11157000812e-05
745.620670784, 0.999753461976, 7.11162344433e-05
745.641103973, 0.999820257288, 7.11167705208e-05
745.661537263, 1.00019803386, 7.11172880915e-05
745.681970354, 1.00035304928, 7.11171478794e-05
745.702403544, 1.00016751497, 7.11170019679e-05
745.722836835, 0.99997929492, 7.11168367918e-05
745.743269927, 0.999931145111, 7.11166587554e-05
745.763703218, 1.00025732255, 7.11164676062e-05
745.78413641, 1.00002078121, 7.11162564359e-05
745.804569502, 1.00049031953, 7.11160449619e-05
745.825002795, 1.00016319944, 7.11158129618e-05
745.845435988, 1.00045217672, 7.11155668408e-05
745.865869181, 1.00017765945, 7.1115313003e-05
745.886302374, 1.00012541803, 7.11150378833e-05
745.906735568, 1.00023568358, 7.11147478863e-05
